trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
40,False,"{'a': 0.45, 'e': 0.6689717585696803}",20,0,-83.93444535186518,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
41,False,"{'a': 0.45, 'e': 0.6622820409839835}",20,0,-133.456538822023,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
42,False,"{'a': 0.45, 'e': 0.6556592205741436}",30,0,-83.40452280617322,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
43,False,"{'a': 0.45, 'e': 0.6491026283684022}",20,2,-88.70286890259547,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
44,False,"{'a': 0.45, 'e': 0.6426116020847181}",35,0,-248.41069893233697,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 5}",0
45,False,"{'a': 0.45, 'e': 0.6361854860638709}",25,0,-9.280837038850867,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.45, 'e': 0.6298236312032323}",20,0,-17.246011985771613,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
47,False,"{'a': 0.45, 'e': 0.6235253948912}",30,0,-47.05870956695072,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
48,False,"{'a': 0.45, 'e': 0.617290140942288}",20,0,-32.23110491481532,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
49,False,"{'a': 0.45, 'e': 0.6111172395328651}",25,0,-7.17970745111409,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
50,False,"{'a': 0.45, 'e': 0.6050060671375365}",20,0,-73.26850594764326,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.45, 'e': 0.5989560064661611}",25,0,-40.640902579509756,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.45, 'e': 0.5929664464014994}",20,12,-13.508209212099969,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.45, 'e': 0.5870367819374844}",20,0,13.947677985129166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.45, 'e': 0.5811664141181095}",20,0,-82.811930608055,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.45, 'e': 0.5753547499769285}",35,0,-124.42816469878866,"{0: 27, 1: 3, 2: 1, 3: 1, 4: 3}",0
56,False,"{'a': 0.45, 'e': 0.5696012024771592}",25,0,-100.25509957612408,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
57,False,"{'a': 0.45, 'e': 0.5639051904523876}",20,0,13.705591191328748,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
58,False,"{'a': 0.45, 'e': 0.5582661385478638}",25,0,-51.14317096798835,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
59,False,"{'a': 0.45, 'e': 0.5526834771623851}",35,0,-70.49834784955613,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
60,False,"{'a': 0.45, 'e': 0.5471566423907612}",20,0,-72.54069484387671,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
61,False,"{'a': 0.45, 'e': 0.5416850759668536}",20,6,9.727300732441329,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.45, 'e': 0.536268225207185}",20,9,-15.3429211379377,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
63,False,"{'a': 0.45, 'e': 0.5309055429551132}",20,14,10.215273618593752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.45, 'e': 0.525596487525562}",20,0,-21.464916105512376,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.45, 'e': 0.5203405226503064}",20,0,-56.546647485617974,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
66,False,"{'a': 0.45, 'e': 0.5151371174238033}",20,7,-8.13489832262322,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
67,False,"{'a': 0.45, 'e': 0.5099857462495653}",25,0,-55.04797947955685,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
68,False,"{'a': 0.45, 'e': 0.5048858887870696}",25,0,-27.819257464870418,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.45, 'e': 0.4998370298991989}",20,0,-75.84436038148827,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
70,False,"{'a': 0.45, 'e': 0.49483865960020695}",25,12,-13.734796252386635,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.45, 'e': 0.4898902730042049}",25,0,-91.15285332734345,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.45, 'e': 0.48499137027416284}",20,7,7.316706006476237,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.45, 'e': 0.4801414565714212}",25,14,-7.011364425589306,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
74,False,"{'a': 0.45, 'e': 0.475340042005707}",30,0,-43.63590871907959,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.45, 'e': 0.47058664158564995}",20,0,14.76810023976906,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
76,False,"{'a': 0.45, 'e': 0.4658807751697934}",20,0,2.8792555657065617,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
77,False,"{'a': 0.45, 'e': 0.4612219674180955}",20,14,2.251976106903287,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.45, 'e': 0.45660974774391455}",20,5,26.436109332200076,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.45, 'e': 0.4520436502664754}",25,0,-28.301231876924184,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
80,False,"{'a': 0.45, 'e': 0.44752321376381066}",20,0,-40.07853559780401,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
81,False,"{'a': 0.45, 'e': 0.44304798162617254}",30,16,-39.83980062927482,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.45, 'e': 0.4386175018099108}",35,8,-19.05794137696896,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.45, 'e': 0.4342313267918117}",20,2,-50.58821369674111,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.45, 'e': 0.4298890135238936}",20,0,-49.650298332844564,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
85,False,"{'a': 0.45, 'e': 0.42559012338865465}",25,3,-32.75028187149281,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
86,False,"{'a': 0.45, 'e': 0.4213342221547681}",25,13,-71.57367609492826,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
87,False,"{'a': 0.45, 'e': 0.41712087993322045}",25,16,-5.753873778794411,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.45, 'e': 0.41294967113388825}",20,12,16.479616101303794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.45, 'e': 0.40882017442254937}",20,13,8.333121006598294,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.45, 'e': 0.4047319726783239}",25,18,14.585550809906962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.45, 'e': 0.40068465295154065}",20,0,-7.468876807077826,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.45, 'e': 0.39667780642202527}",35,13,4.598665415665624,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.45, 'e': 0.392711028357805}",20,0,-75.81056626418827,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
94,False,"{'a': 0.45, 'e': 0.38878391807422696}",20,0,-13.650416831234004,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.45, 'e': 0.3848960788934847}",25,19,3.232653268977505,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.45, 'e': 0.38104711810454983}",20,10,7.591903679546992,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.45, 'e': 0.37723664692350434}",20,0,-0.778448929177789,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.45, 'e': 0.37346428045426927}",25,0,-52.36196389283193,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
99,False,"{'a': 0.45, 'e': 0.36972963764972655}",25,6,-15.343404376643596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.45, 'e': 0.36603234127322926}",20,13,2.352838355214352,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.45, 'e': 0.36237201786049694}",30,4,-10.100511485714364,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.45, 'e': 0.358748297681892}",20,0,18.638878304222903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
103,False,"{'a': 0.45, 'e': 0.35516081470507305}",30,9,-76.99051093747588,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 2}",1
104,False,"{'a': 0.45, 'e': 0.3516092065580223}",25,2,-100.86723834427349,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 2}",1
105,False,"{'a': 0.45, 'e': 0.34809311449244207}",20,0,-97.14708449490716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
106,False,"{'a': 0.45, 'e': 0.34461218334751764}",25,11,-26.431611928071106,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.45, 'e': 0.34116606151404244}",35,20,-2.763837291188902,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.45, 'e': 0.337754400898902}",25,11,1.7060024845582222,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.45, 'e': 0.334376856889913}",35,8,-101.1201077722163,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 2}",1
110,False,"{'a': 0.45, 'e': 0.33103308832101386}",30,3,14.169462729939909,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.45, 'e': 0.3277227574378037}",25,11,-39.54025264951516,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.45, 'e': 0.3244455298634257}",20,11,-35.15955939413066,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.45, 'e': 0.3212010745647914}",25,3,2.940167195204149,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.45, 'e': 0.3179890638191435}",25,9,3.9207473405139917,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.45, 'e': 0.31480917318095203}",30,5,-4.21876794398329,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.45, 'e': 0.3116610814491425}",20,11,-4.807479206450879,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
117,False,"{'a': 0.45, 'e': 0.30854447063465107}",20,0,18.86619574292939,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.45, 'e': 0.30545902592830454}",30,0,17.407769680170205,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.45, 'e': 0.3024044356690215}",30,17,-0.1161494742280118,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.45, 'e': 0.29938039131233124}",20,15,-32.83951226984729,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.45, 'e': 0.2963865873992079}",25,2,-75.75564117463395,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
122,False,"{'a': 0.45, 'e': 0.29342272152521587}",20,14,9.2885993208954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.45, 'e': 0.2904884943099637}",25,8,-40.34553012785854,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
124,False,"{'a': 0.45, 'e': 0.28758360936686406}",20,6,16.448104781538966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.45, 'e': 0.2847077732731954}",25,0,-27.866825442406086,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
126,False,"{'a': 0.45, 'e': 0.28186069554046345}",25,0,-20.3847568497352,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
127,False,"{'a': 0.45, 'e': 0.2790420885850588}",20,8,10.833942672596514,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.45, 'e': 0.2762516676992082}",20,16,7.101344689235904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.45, 'e': 0.27348915102221616}",30,8,9.83259653569326,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.45, 'e': 0.270754259511994}",25,0,29.94257410615117,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.45, 'e': 0.26804671691687404}",20,5,23.909096734226882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.45, 'e': 0.2653662497477053}",25,0,-28.12082046758886,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
133,False,"{'a': 0.45, 'e': 0.2627125872502282}",20,0,1.0191890327566178,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.45, 'e': 0.2600854613777259}",20,2,7.516129296849378,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.45, 'e': 0.2574846067639487}",20,0,-23.49421963954973,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.45, 'e': 0.2549097606963092}",30,11,1.4769936900739629,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.45, 'e': 0.2523606630893461}",25,6,18.747463331630176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.45, 'e': 0.24983705645845267}",20,7,7.6752678405032695,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.45, 'e': 0.24733868589386815}",20,0,9.408722293451902,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.45, 'e': 0.24486529903492946}",30,3,23.13209800299729,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.45, 'e': 0.24241664604458016}",30,12,33.39292957385006,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.45, 'e': 0.23999247958413436}",20,7,-5.301570095420619,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.45, 'e': 0.23759255478829303}",20,12,16.34343944929221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.45, 'e': 0.2352166292404101}",20,0,-16.422398952888635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.45, 'e': 0.232864462948006}",25,6,-11.270108207274514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.45, 'e': 0.23053581831852593}",20,6,-41.845576255441316,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
147,False,"{'a': 0.45, 'e': 0.22823046013534068}",30,6,-27.131864586143706,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
148,False,"{'a': 0.45, 'e': 0.22594815553398728}",20,6,-63.233187339501825,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
149,False,"{'a': 0.45, 'e': 0.22368867397864742}",20,10,4.087337904262222,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.45, 'e': 0.22145178723886094}",30,20,15.724727179794357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.45, 'e': 0.21923726936647234}",30,9,10.788576041295464,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.45, 'e': 0.2170448966728076}",20,13,11.497147957759061,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.45, 'e': 0.21487444770607952}",30,12,24.956623460506382,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.45, 'e': 0.21272570322901874}",25,5,-2.9891742253634157,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
155,False,"{'a': 0.45, 'e': 0.21059844619672854}",20,11,-27.59965460609087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.45, 'e': 0.20849246173476127}",20,0,24.37601232968144,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.45, 'e': 0.20640753711741366}",30,12,11.782530412805347,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.45, 'e': 0.20434346174623952}",20,10,3.336190077675526,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.45, 'e': 0.20230002712877712}",20,0,-21.425065406719074,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.45, 'e': 0.20027702685748935}",30,0,16.72607873782816,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.45, 'e': 0.19827425658891445}",20,2,-1.5915594402544382,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.45, 'e': 0.1962915140230253}",25,9,-9.70752433306451,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
163,False,"{'a': 0.45, 'e': 0.19432859888279505}",20,4,-28.05114504650539,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
164,False,"{'a': 0.45, 'e': 0.1923853128939671}",20,11,-32.71530688414165,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.45, 'e': 0.19046145976502743}",30,14,20.300838325601564,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.45, 'e': 0.18855684516737714}",20,2,16.263565436317087,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.45, 'e': 0.18667127671570335}",25,0,23.660366152197685,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.45, 'e': 0.18480456394854633}",25,3,5.50865167697199,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
169,False,"{'a': 0.45, 'e': 0.18295651830906087}",25,2,26.581482943510462,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.45, 'e': 0.18112695312597027}",20,0,-41.43343084674943,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
171,False,"{'a': 0.45, 'e': 0.17931568359471056}",25,0,-4.619376915106118,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
172,False,"{'a': 0.45, 'e': 0.17752252675876345}",25,17,11.915651776952286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.45, 'e': 0.17574730149117582}",30,0,29.27186426966934,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.45, 'e': 0.17398982847626407}",20,13,14.046433129821185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.45, 'e': 0.17224993019150142}",20,0,29.113467095848215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.45, 'e': 0.1705274308895864}",20,8,21.09457477826774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.45, 'e': 0.16882215658069055}",20,6,2.9992387897840063,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.45, 'e': 0.16713393501488363}",25,17,13.638293055435202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.45, 'e': 0.16546259566473479}",20,0,-24.88055807302463,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
180,False,"{'a': 0.45, 'e': 0.16380796970808745}",35,19,-2.192319070483025,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.45, 'e': 0.16216989001100657}",20,4,-16.28668395660105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.45, 'e': 0.1605481911108965}",30,13,25.918170676218132,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.45, 'e': 0.15894270919978754}",30,16,28.092147947687522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.45, 'e': 0.15735328210778965}",20,10,17.16295419144493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
