trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.45, 'e': 0.15577974928671176}",20,11,17.894155323415198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.45, 'e': 0.15422195179384465}",20,0,6.5750937762634525,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.45, 'e': 0.1526797322759062}",25,1,29.094639005254358,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.45, 'e': 0.15115293495314713}",20,11,18.419542530103204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.45, 'e': 0.14964140560361566}",20,12,15.105461209550391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.45, 'e': 0.1481449915475795}",30,21,14.749968026173315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.45, 'e': 0.1466635416321037}",20,6,16.997677892756077,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.45, 'e': 0.14519690621578268}",20,5,27.106066693766348,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.45, 'e': 0.14374493715362485}",25,8,16.739693315721667,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.45, 'e': 0.1423074877820886}",25,15,-7.265127015395447,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.45, 'e': 0.1408844129042677}",25,16,4.094634608814568,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.45, 'e': 0.13947556877522502}",25,7,14.221644916474402,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.45, 'e': 0.13808081308747278}",25,19,9.959873703679133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.45, 'e': 0.13670000495659804}",20,16,5.622458414063846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.45, 'e': 0.13533300490703207}",25,7,5.276220804209403,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.45, 'e': 0.13397967485796175}",25,15,21.01371265748137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.45, 'e': 0.13263987810938213}",25,12,14.326141071395707,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.45, 'e': 0.1313134793282883}",20,10,5.65676256127596,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.45, 'e': 0.13000034453500542}",20,0,-26.586105527788966,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.45, 'e': 0.12870034108965536}",20,8,19.681421292126647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.45, 'e': 0.12741333767875881}",25,12,24.655647910769847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.45, 'e': 0.12613920430197123}",25,14,24.127640705052098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.45, 'e': 0.12487781225895152}",35,18,24.037867979501346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.45, 'e': 0.123629034136362}",20,5,2.8912391560066797,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.45, 'e': 0.12239274379499838}",35,0,36.884350027326406,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.45, 'e': 0.1211688163570484}",25,0,21.94196655227342,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.45, 'e': 0.11995712819347792}",20,6,-8.18376261294192,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.45, 'e': 0.11875755691154315}",25,10,20.82419914494281,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.45, 'e': 0.11756998134242772}",20,0,14.814083437482228,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.45, 'e': 0.11639428152900344}",20,0,-22.895081511070853,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
215,False,"{'a': 0.45, 'e': 0.11523033871371341}",30,12,-17.05856232964051,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.45, 'e': 0.11407803532657627}",25,0,35.200260199639914,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.45, 'e': 0.11293725497331052}",35,21,21.61255742687665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.45, 'e': 0.1118078824235774}",20,6,-2.8075309610650017,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.45, 'e': 0.11068980359934164}",25,5,21.387659415718616,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.45, 'e': 0.10958290556334822}",20,10,17.714248668528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.45, 'e': 0.10848707650771475}",20,9,-13.391612621468289,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
222,False,"{'a': 0.45, 'e': 0.1074022057426376}",30,6,7.859710475712805,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
223,False,"{'a': 0.45, 'e': 0.10632818368521123}",20,9,9.776577734992895,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.45, 'e': 0.10526490184835911}",25,1,-16.780333739880426,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.45, 'e': 0.10421225282987552}",20,0,3.060480626515153,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
226,False,"{'a': 0.45, 'e': 0.10317013030157676}",30,16,25.877775954173252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.45, 'e': 0.10213842899856099}",20,2,-39.50203407681937,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
228,False,"{'a': 0.45, 'e': 0.10111704470857538}",25,0,-31.146122608465923,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
229,False,"{'a': 0.45, 'e': 0.10010587426148963}",20,10,17.78565634849822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.45, 'e': 0.09910481551887473}",20,8,15.752055275396218,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.45, 'e': 0.09811376736368599}",20,0,20.252391109907943,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
232,False,"{'a': 0.45, 'e': 0.09713262969004913}",25,0,15.184542507634305,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.45, 'e': 0.09616130339314863}",35,0,37.590529236640585,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.45, 'e': 0.09519969035921715}",20,15,11.00687589248205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.45, 'e': 0.09424769345562498}",25,0,19.570946506864097,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
236,False,"{'a': 0.45, 'e': 0.09330521652106873}",20,11,18.76068076391223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.45, 'e': 0.09237216435585804}",25,16,17.481792079035195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.45, 'e': 0.09144844271229946}",20,9,-14.10792586440807,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.45, 'e': 0.09053395828517646}",20,8,11.750665227492656,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.45, 'e': 0.08962861870232469}",25,13,4.994616197372565,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.45, 'e': 0.08873233251530144}",20,16,6.399111926025204,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.45, 'e': 0.08784500919014843}",30,9,-10.388000878122101,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.45, 'e': 0.08696655909824694}",20,6,26.95863767313808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.45, 'e': 0.08609689350726446}",20,7,8.139193566861067,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.45, 'e': 0.08523592457219181}",20,10,-31.7022119058755,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.45, 'e': 0.0843835653264699}",20,4,25.64812093281366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.45, 'e': 0.0835397296732052}",30,16,29.03130918626271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.45, 'e': 0.08270433237647315}",20,15,4.537990428663831,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.45, 'e': 0.08187728905270841}",20,4,-31.074600952204452,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.45, 'e': 0.08105851616218133}",25,11,26.626429284650108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.45, 'e': 0.08024793100055952}",20,9,21.375636788132418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.45, 'e': 0.07944545169055392}",25,6,-9.230128583558411,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.45, 'e': 0.07865099717364837}",20,0,-13.496336302974125,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.45, 'e': 0.07786448720191189}",20,11,3.0737885660761792,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.45, 'e': 0.07708584232989277}",25,0,25.809254168655016,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.45, 'e': 0.07631498390659384}",20,13,7.7721156055583105,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.45, 'e': 0.07555183406752791}",20,8,20.502035186368598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.45, 'e': 0.07479631572685264}",35,6,30.855519216445035,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.45, 'e': 0.07404835256958411}",25,13,17.51849068538674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.45, 'e': 0.07330786904388827}",25,10,20.280554974861243,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.45, 'e': 0.07257479035344938}",25,16,14.826157111261548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.45, 'e': 0.07184904244991488}",30,10,10.913001038769279,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.45, 'e': 0.07113055202541574}",35,21,17.229556052435996,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.45, 'e': 0.07041924650516158}",20,2,28.97499693876854,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.45, 'e': 0.06971505404010997}",20,12,12.454334591407518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.45, 'e': 0.06901790349970886}",25,10,-2.5122950820546626,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.45, 'e': 0.06832772446471178}",25,15,18.931420826541004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.45, 'e': 0.06764444722006466}",20,5,-14.770172077646853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.45, 'e': 0.066968002747864}",35,23,-22.21475849156826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.45, 'e': 0.06629832272038537}",35,13,9.658970250042593,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.45, 'e': 0.06563533949318151}",20,5,28.793202750938608,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.45, 'e': 0.06497898609824969}",25,8,25.632962739263704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.45, 'e': 0.0643291962372672}",25,8,27.850272578309557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.45, 'e': 0.06368590427489453}",20,5,21.34253555135543,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.45, 'e': 0.06304904523214558}",20,10,5.270786964452273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.45, 'e': 0.06241855477982412}",30,3,34.40302098513807,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.45, 'e': 0.06179436923202588}",25,15,4.1395141867458225,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.45, 'e': 0.06117642553970562}",20,14,14.032579181562973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.45, 'e': 0.06056466128430856}",25,11,26.714140669492675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.45, 'e': 0.05995901467146548}",25,3,23.49057262262272,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.45, 'e': 0.05935942452475082}",25,12,21.955263258039178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.45, 'e': 0.058765830279503314}",25,15,21.524602863043725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.45, 'e': 0.05817817197670828}",20,0,9.740926130498707,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.45, 'e': 0.057596390256941195}",25,15,15.06357102392228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.45, 'e': 0.05702042635437178}",20,12,13.345612708324104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.45, 'e': 0.05645022209082806}",20,0,15.716136771172538,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.45, 'e': 0.05588571986991978}",25,4,34.64579420361364,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.45, 'e': 0.055326862671220584}",20,7,21.350054779368055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.45, 'e': 0.05477359404450838}",30,21,-27.304623090826464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.45, 'e': 0.054225858104063294}",25,3,37.55324525339232,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.45, 'e': 0.05368359952302266}",25,0,41.71581480665509,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.45, 'e': 0.053146763527792434}",20,0,28.581022523069375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.45, 'e': 0.052615295892514506}",20,6,-17.541015496436135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.45, 'e': 0.052089142933589364}",35,13,4.368605229259457,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.45, 'e': 0.05156825150425347}",30,18,-18.268423815705653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.45, 'e': 0.051052568989210935}",30,15,16.615281715374604,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.45, 'e': 0.05054204329931883}",25,11,24.392877344124532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.45, 'e': 0.05003662286632564}",25,11,25.890817994874148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.45, 'e': 0.04953625663766238}",25,20,10.767842927444345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.45, 'e': 0.04904089407128576}",20,9,22.279172698056186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.45, 'e': 0.0485504851305729}",25,11,14.250295103248773,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.45, 'e': 0.048064980279267165}",30,0,37.33152163115167,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.45, 'e': 0.04758433047647449}",25,5,35.94117003577097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.45, 'e': 0.04710848717170975}",20,8,19.987576075316166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.45, 'e': 0.04663740229999265}",20,0,27.41408677380984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.45, 'e': 0.04617102827699272}",30,16,24.599659336042684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.45, 'e': 0.045709317994222794}",20,10,16.851695369957156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.45, 'e': 0.04525222481428057}",20,13,12.418653793296095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.45, 'e': 0.04479970256613776}",25,15,21.164158923764152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.45, 'e': 0.04435170554047638}",20,0,35.457355995407816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.45, 'e': 0.043908188485071616}",30,11,-23.5721737303864,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.45, 'e': 0.0434691066002209}",20,11,10.157427683617657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.45, 'e': 0.04303441553421869}",25,15,8.497737940687053,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.45, 'e': 0.0426040713788765}",30,14,18.085200907657487,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.45, 'e': 0.04217803066508773}",20,0,21.450177072802664,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.45, 'e': 0.04175625035843686}",30,13,28.946098334552897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.45, 'e': 0.041338687854852486}",25,13,22.65733353091585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.45, 'e': 0.04092530097630396}",20,6,25.272671315751033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.45, 'e': 0.040516047966540916}",25,11,26.82328504769327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.45, 'e': 0.04011088748687551}",30,12,32.08396298756269,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.45, 'e': 0.03970977861200675}",20,3,27.417997311260834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.45, 'e': 0.03931268082588668}",20,14,12.127604623248837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.45, 'e': 0.03891955401762781}",20,9,21.56098905358375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.45, 'e': 0.03853035847745153}",20,6,23.02137501237688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.45, 'e': 0.03814505489267701}",20,11,17.282232950904895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.45, 'e': 0.03776360434375024}",20,0,23.447180191828707,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.45, 'e': 0.03738596830031274}",20,4,26.729148994775496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.45, 'e': 0.03701210861730961}",20,10,16.63514732632171,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.45, 'e': 0.03664198753113651}",25,5,29.165752357522088,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.45, 'e': 0.036275567655825146}",20,10,20.550660153054977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.45, 'e': 0.03591281197926689}",20,0,-1.008697685792655,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
332,False,"{'a': 0.45, 'e': 0.035553683859474224}",20,5,-18.348772927373865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.45, 'e': 0.03519814702087948}",35,17,26.813680730211065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.45, 'e': 0.03484616555067068}",25,0,36.30187162277732,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.45, 'e': 0.034497703895163975}",25,0,32.73621447342464,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.45, 'e': 0.03415272685621234}",20,6,23.4232055092199,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.45, 'e': 0.03381119958765021}",20,2,-13.440285001254775,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.45, 'e': 0.03347308759177371}",25,2,9.0017534232353,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.45, 'e': 0.03313835671585597}",20,14,8.056150032987302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.45, 'e': 0.03280697314869741}",25,12,-2.127392634035288,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.45, 'e': 0.032478903417210436}",30,7,42.52999294183087,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.45, 'e': 0.032154114383038335}",25,10,-15.19229117178978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.45, 'e': 0.03183257323920795}",25,15,18.10164769050111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.45, 'e': 0.03151424750681587}",20,6,25.203894226856022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.45, 'e': 0.03119910503174771}",30,7,37.390311164235406,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.45, 'e': 0.030887113981430233}",20,6,12.926237134098484,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.45, 'e': 0.03057824284161593}",20,13,10.387984804572316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.45, 'e': 0.03027246041319977}",20,10,19.353160687262555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.45, 'e': 0.029969735809067772}",25,11,20.17171266460545,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.45, 'e': 0.029670038450977095}",20,2,12.54335189210563,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.45, 'e': 0.029373338066467324}",25,10,11.926497901055976,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.45, 'e': 0.02907960468580265}",25,9,-15.826918728356342,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.45, 'e': 0.028788808638944622}",20,9,20.87511348235752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.45, 'e': 0.028500920552555174}",20,16,7.9463794473814175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.45, 'e': 0.028215911347029624}",20,14,12.790042622104508,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.45, 'e': 0.027933752233559327}",30,11,10.167887802016859,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.45, 'e': 0.027654414711223735}",25,11,21.88855263422866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.45, 'e': 0.027377870564111496}",20,14,14.588376068468149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.45, 'e': 0.027104091858470382}",20,10,16.012999972294757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.45, 'e': 0.026833050939885677}",20,8,20.368470518424235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.45, 'e': 0.02656472043048682}",20,8,20.976183310709963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.45, 'e': 0.02629907322618195}",30,16,2.9235203919808193,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.45, 'e': 0.026036082493920133}",25,15,21.528808175961398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.45, 'e': 0.02577572166898093}",25,15,-5.083082405803972,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.45, 'e': 0.025517964452291122}",25,15,9.144285053248172,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.45, 'e': 0.02526278480776821}",20,6,3.6512442538782794,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.45, 'e': 0.025010156959690527}",25,11,24.93973633204041,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.45, 'e': 0.02476005539009362}",25,3,37.90626471779303,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.45, 'e': 0.024512454836192684}",25,19,11.116996630153585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
